,dateTime,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9
289,2021-05-20 09:32:18,24.1446,25.6667,25.9712,26.6142,26.5803,27.325,27.6973,27.9682,27.9682,27.5281
290,2021-05-20 09:32:19,24.1446,25.7006,26.0051,26.648,26.648,27.3588,27.6296,27.9682,27.9682,27.5958
291,2021-05-20 09:32:21,24.1784,25.6667,26.0051,26.648,26.6142,27.325,27.5958,28.1374,27.9682,27.5958
292,2021-05-20 09:32:22,24.2122,25.7006,26.0389,26.648,26.648,27.3927,27.5619,28.1036,27.9682,27.5619
293,2021-05-20 09:32:24,24.2122,25.7006,26.0051,26.6142,26.648,27.3588,27.7312,28.1374,27.9682,27.5281
294,2021-05-20 09:32:26,24.2122,25.7344,26.0728,26.648,26.648,27.3927,27.7989,28.2052,27.9682,27.5281
295,2021-05-20 09:32:27,24.1784,25.7006,26.0389,26.6819,26.6819,27.3927,27.5958,28.0697,28.002,27.5281
296,2021-05-20 09:32:29,24.2461,25.7344,26.0389,26.648,26.7157,27.3927,27.5958,28.0359,28.002,27.5958
297,2021-05-20 09:32:30,24.1784,25.7344,26.0728,26.6819,26.7157,27.3927,27.7989,28.0697,28.002,27.6296
298,2021-05-20 09:32:34,24.3137,25.7682,26.0389,26.6819,26.6142,27.4604,27.6973,28.1374,28.002,27.6296
299,2021-05-20 09:32:35,24.2799,25.7682,26.0389,26.7157,26.5803,27.4604,27.7989,28.1713,28.0359,27.6296
300,2021-05-20 09:32:37,24.2799,25.7682,26.0389,26.7157,26.6142,27.4942,27.9004,28.0359,28.0359,27.6635
301,2021-05-20 09:32:39,24.3137,25.8021,26.1066,26.7157,26.5803,27.4604,27.8666,28.1374,28.0359,27.6635
302,2021-05-20 09:32:42,24.2799,25.8021,26.0389,26.7157,26.7157,27.5281,27.765,28.239,28.1036,27.6973
303,2021-05-20 09:32:43,24.3475,25.8359,26.1066,26.7157,26.6819,27.5281,27.6635,28.2729,28.1036,27.6973
